품목코드,품목명,품목분류명,"재고

or주문재",정찰제 정보,"1단가

(VIP)","2단가

(쇼핑)",3단가,4단가,--,"[최근]

단가변동일","[최근]

재고조사일"
(1)700G합8002100무,◈합판문틀 110*800*2100/식기무X,몰딩도어류,재고,,"41,800","44,400","50,000","50,900",,,실사 25/5/13
(1)700H합9002100무,◈합판문틀 110*900*2100/식기무X,몰딩도어류,재고,,"41,800","44,400","50,000","50,900",,,실사 25/5/13
(1)700I합9002100유,◈합판문틀 110*900*2100/식기유O,몰딩도어류,재고,,"49,200","52,300","60,000","60,000",,,실사 25/5/13
(1)700J합1102100다,◈합판문틀 라왕 40*110*2100 다대,몰딩도어류,재고,,"15,000","15,300","17,700","18,200",,,
(1)700K합100800요,◈합판문틀 라왕 40*110*800 요꼬,몰딩도어류,재고,,,,,,,,
(1)700L합110900요,◈합판문틀 라왕 40*110*900 요꼬,몰딩도어류,재고,,,,,,,,
(1)700P마이너메지95,◈PVC 마이너스 메지 9.5T(SS-1601) 10자,,재고,,"2,100","2,500","2,700","3,000",,,
(1)700메지도장95,◈메지몰딩 백색도장/T형 9.5T 1P용 * 10자,경량철골,재고,,"3,000","3,300","3,600","3,900",,,실사 25/12/23
(1)700영1162계단,◈영림116 2계단 소 (50*12) [중백색],몰딩도어류,재고,,"2,900","3,200","3,500","3,500",,,
(1)700영116301걸레,◈영림116 301걸레받이 (30*9),몰딩도어류,재고,"1857 포함
13 / 25 / 34 / 38","2,000","2,200","2,300","2,400",,,실사 25/12/23
(1)700영116601걸레,◈영림116 601걸레받이 (60*9) [중백색],몰딩도어류,재고,2709 포함<br>13 / 25 / 34 / 38,"2,800","3,100","3,400","3,500",,,
(1)700영11680020001,◈영림116 분리형 110*800*2000/식기유,몰딩도어류,재고,71530 포함<br>13 / 25 / 34 / 38,"73,500","81,300","87,200","89,800",,인상 25/4/23,
(1)700영11680020002,◈영림116 분리형 110*800*2000/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영11690021001,◈영림116 분리형 110*900*2100/식기유,몰딩도어류,재고,71530 포함<br>13 / 25 / 34 / 38,"73,500","81,300","87,200","89,800",,인상 25/4/23,
(1)700영11690021002,◈영림116 분리형 110*900*2100/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영116901걸레,◈영림116 901걸레받이 (90*9) [중백색],몰딩도어류,재고,3287 포함<br>13 / 25 / 34 / 38,"3,500","3,800","4,100","4,200",,,
(1)700영116P마이너,◈영림116 ★PVC★마이너스 (25*12) [중백색],몰딩도어류,재고,"3132 포함
13 / 25 / 34 / 38","3,300","3,600","3,800","4,000",,조정 24/12/5,
(1)700영116마이너,◈영림116 마이너스몰딩 (25*15) [중백색],몰딩도어류,재고,2285 포함<br>13 / 25 / 34 / 38,"2,400","2,600","2,800","2,900",,,실사 25/12/23
(1)700영116문선,◈영림116 문선 (58*15) [중백색],몰딩도어류,재고,,"3,800","4,200","4,500","4,600",,,
(1)700영116시트,◈영림116 인테리어필름(M),몰딩도어류,재고,,"7,400","8,300","9,000","9,545",,,실사 25/12/23
(1)700영116엣지,◈영림116 엣지필름(25M),몰딩도어류,재고,,"4,700","5,200","5,600","5,900",,,
(1)700영116천정1,◈영림116 천정1번 (80*12) [중백색],몰딩도어류,재고,3684 포함<br>13 / 25 / 34 / 38,"3,800","4,300","4,500","4,600",,,
(1)700영116천정2,◈영림116 천정2번 (70*12) [중백색],몰딩도어류,재고,3339 포함<br>13 / 25 / 34 / 38,"3,500","3,800","4,100","4,300",,,
(1)700영116천정3,◈영림116 천정3번 (55*12) [중백색],몰딩도어류,재고,2871 포함<br>13 / 25 / 34 / 38,"3,000","3,300","3,500","3,600",,,
(1)700영116코너중,◈영림116 코너기둥65 (65*12) 중,몰딩도어류,재고,,"9,500","10,500","11,200","11,500",,,
(1)700영116평100,◈영림116 평100 (100*9) [중백색],몰딩도어류,재고,3525 포함<br>13 / 25 / 34 / 38,"3,600","4,100","4,400","4,500",,,
(1)700영116평120,◈영림116 평120 (120*9) [중백색],몰딩도어류,재고,4179 포함<br>13 / 25 / 34 / 38,"4,400","4,800","5,100","5,300",,,
(1)700영116평160,◈영림116 평160 (160*9) [중백색],몰딩도어류,재고,5343 포함<br>13 / 25 / 34 / 38,"5,500","6,100","6,500","6,700",,,
(1)700영116평200,◈영림116 평200 (200*9) [중백색],몰딩도어류,재고,6101 포함<br>13 / 25 / 34 / 38,"6,300","7,000","7,500","7,700",,,
(1)700영116평250,◈영림116 평250 (250*9) [중백색],몰딩도어류,재고,7887 포함<br>13 / 25 / 34 / 38,"8,200","9,000","9,600","9,900",,,
(1)700영116평30,◈영림116 평30 (30*9) [중백색],몰딩도어류,재고,1761 포함<br>13 / 25 / 34 / 38,"1,800","2,100","2,200","2,300",,,실사 25/12/23
(1)700영116평300,◈영림116 평300 (300*9) [중백색],몰딩도어류,재고,9332 포함<br>13 / 25 / 34 / 38,"9,600","10,600","11,500","11,700",,,
(1)700영116평40,◈영림116 평40 (40*9) [중백색],몰딩도어류,재고,2021 포함<br>13 / 25 / 34 / 38,"2,100","2,400","2,500","2,600",,,실사 25/12/23
(1)700영116평60,◈영림116 평60 (60*9) [중백색],몰딩도어류,재고,2418 포함<br>13 / 25 / 34 / 38,"2,500","2,800","3,000","3,100",,,
(1)700영116평80,◈영림116 평80 (80*9) [중백색],몰딩도어류,재고,2958 포함<br>13 / 25 / 34 / 38,"3,100","3,400","3,600","3,700",,,
(1)700영116평문선,◈영림116 평문선 (60*12) [중백색],몰딩도어류,재고,2926 포함<br>13 / 25 / 34 / 38,"3,100","3,400","3,600","3,700",,,
(1)700영161시트,◈영림161 인테리어필름(M),몰딩도어류,재고,,"6,000","6,600","6,800","7,300",,,
(1)700영168301걸레,◈영림168PS120 301걸레받이 (30*9),몰딩도어류,재고,"1857 포함
13 / 25 / 34 / 38","2,000","2,200","2,300","2,400",,,
(1)700영16890021002,◈영림168PS120 분리형 110*900*2100/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영168마이너,◈영림168PS120 마이너스몰딩 (25*15),몰딩도어류,재고,"2285 포함
13 / 25 / 34 / 38","2,400","2,600","2,800","2,900",,,실사 25/12/23
(1)700영168엣지,◈영림168PS120 엣지필름(25M),몰딩도어류,재고,,"4,700","5,200","5,600","5,900",,,
(1)700영168평30,◈영림168PS120 평30 (30*9),몰딩도어류,재고,"1761 포함
13 / 25 / 34 / 38","1,800","2,100","2,200","2,300",,,실사 25/12/23
(1)700영168평40,◈영림168PS120 평40 (40*9),몰딩도어류,재고,"2021 포함
13 / 25 / 34 / 38","2,100","2,400","2,500","2,600",,,실사 25/12/23
(1)700영168평60,◈영림168PS120 평60 (60*9),몰딩도어류,재고,"2418 포함
13 / 25 / 34 / 38","2,500","2,800","3,000","3,100",,,
(1)700영169301걸레,◈영림169PS130 301걸레받이 (30*9),몰딩도어류,재고,"1857 포함
13 / 25 / 34 / 38","2,000","2,200","2,300","2,400",,,
(1)700영169401걸레,◈영림169PS130 401걸레받이 (40*9),몰딩도어류,재고,"2096 포함
13 / 25 / 34 / 38","2,200","2,400","2,600","2,700",,,
(1)700영16990021002,◈영림169PS130 분리형 110*900*2100/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영169마이너,◈영림169PS130 마이너스몰딩 (25*15),몰딩도어류,재고,2285 포함<br>13 / 25 / 34 / 38,"2,400","2,600","2,800","2,900",,,실사 25/12/23
(1)700영169엣지,◈영림169PS130 엣지필름(25M),몰딩도어류,재고,,"4,700","5,200","5,600","5,900",,,
(1)700영169평30,◈영림169PS130 평30 (30*9),몰딩도어류,재고,"1761 포함
13 / 25 / 34 / 38","1,800","2,100","2,200","2,300",,,
(1)700영169평40,◈영림169PS130 평40 (40*9),몰딩도어류,재고,"2021 포함
13 / 25
34 / 38","2,100","2,400","2,500","2,600",,,
(1)700영169평60,◈영림169PS130 평60 (60*9),몰딩도어류,재고,"2418 포함
13 / 25 / 34 / 38","2,500","2,800","3,000","3,100",,,
(1)700영194301걸레,◈영림194PS160 301걸레받이 (30*9),몰딩도어류,재고,1857 포함<br>13 / 25 / 34 / 38,"2,000","2,200","2,300","2,400",,,신규 26/2/3
(1)700영194401걸레,◈영림194PS160 401걸레받이 (40*9),몰딩도어류,재고,2096 포함<br>13 / 25 / 34 / 38,"2,200","2,400","2,600","2,700",,,신규 26/2/3
(1)700영194마이너스,◈영림194PS160 마이너스몰딩 (25*15),몰딩도어류,재고,2285 포함<br>13 / 25 / 34 / 38,"2,400","2,600","2,800","2,900",,,신규 26/2/3
(1)700영194평30,◈영림194PS160 평30 (30*9),몰딩도어류,재고,1761 포함<br>13 / 25 / 34 / 38,"1,800","2,100","2,200","2,300",,,신규 26/2/3
(1)700영194평40,◈영림194PS160 평40 (40*9),몰딩도어류,재고,2021 포함<br>13 / 25 / 34 / 38,"2,100","2,400","2,500","2,600",,,신규 26/2/3
(1)700영194평60,◈영림194PS160 평60 (60*9),몰딩도어류,재고,2418 포함<br>13 / 25 / 34 / 38,"2,500","2,800","3,000","3,100",,,신규 26/2/3
(1)700영195301걸레,◈영림195PS170 301걸레받이 (30*9),몰딩도어류,재고,"1857 포함
13 / 25 / 34 / 38","2,000","2,200","2,300","2,400",,,실사 25/12/23
(1)700영195401걸레,◈영림195PS170 401걸레받이 (40*9),몰딩도어류,재고,"2096 포함
13 / 25 / 34 / 38","2,200","2,400","2,600","2,700",,,실사 25/12/23
(1)700영195엣지,◈영림195PS170 엣지필름 (25M),몰딩도어류,재고,,,,,,,,
(1)700영2580020001,◈영림25 분리형 110*800*2000/식기유,몰딩도어류,재고,71530 포함<br>13 / 25 / 34 / 38,"73,500","81,300","87,200","89,800",,인상 25/4/23,
(1)700영2580020002,◈영림25 분리형 110*800*2000/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영2590021001,◈영림25 분리형 110*900*2100/식기유,몰딩도어류,재고,71530 포함<br>13 / 25 / 34 / 38,"73,500","81,300","87,200","89,800",,인상 25/4/23,
(1)700영2590021002,◈영림25 분리형 110*900*2100/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영25코너대,◈영림25 코너기둥100 (100*12) 대,몰딩도어류,재고,,"11,900","13,100","14,100","14,500",,,
(1)700영25코너소,◈영림25 코너기둥40 (40*9) 소,몰딩도어류,재고,,"6,600","7,300","7,800","8,000",,,실사 25/12/23
(1)700영2780020001,◈영림27 분리형 110*800*2000/식기유,몰딩도어류,재고,71530 포함<br>13 / 25 / 34 / 38,"73,500","81,300","87,200","89,800",,인상 25/4/23,
(1)700영2780020002,◈영림27 분리형 110*800*2000/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영2790021001,◈영림27 분리형 110*900*2100/식기유,몰딩도어류,재고,71530 포함<br>13 / 25 / 34 / 38,"73,500","81,300","87,200","89,800",,인상 25/4/23,
(1)700영3480020002,◈영림34 분리형 110*800*2000/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영402계단,◈영림40 2계단 소 (50*12) [인디언오크],몰딩도어류,재고,,"2,900","3,200","3,500","3,500",,,
(1)700영403계단,◈영림40 3계단 (48*15) [인디언오크],몰딩도어류,재고,,"3,300","3,500","3,800","3,900",,,
(1)700영4080020001,◈영림40 분리형 110*800*2000/식기유,몰딩도어류,재고,71530 포함<br>13 / 25 / 34 / 38,"73,500","81,300","87,200","89,800",,인상 25/4/23,
(1)700영4080020002,◈영림40 분리형 110*800*2000/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영4090021001,◈영림40 분리형 110*900*2100/식기유,몰딩도어류,재고,71530 포함<br>13 / 25 / 34 / 38,"73,500","81,300","87,200","89,800",,인상 25/4/23,
(1)700영4090021002,◈영림40 분리형 110*900*2100/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영40901걸레,◈영림40 901걸레받이 (90*9) [인디언오크],몰딩도어류,재고,3287 포함<br>13 / 25 / 34 / 38,"3,500","3,800","4,100","4,200",,,
(1)700영40마이너,◈영림40 마이너스몰딩 (25*15) [인디언오크],몰딩도어류,재고,2285 포함<br>13 / 25 / 34 / 38,"2,400","2,600","2,800","2,900",,,
(1)700영40문선,◈영림40 문선 (58*15) [인디언오크],몰딩도어류,재고,,"3,800","4,200","4,500","4,600",,,
(1)700영40엣지,◈영림40 엣지필름(25M),몰딩도어류,재고,,"4,700","5,200","5,600","5,900",,,
(1)700영40천정1,◈영림40 천정1번 (80*12) [인디언오크],몰딩도어류,재고,3684 포함<br>13 / 25 / 34 / 38,"3,800","4,300","4,500","4,600",,,
(1)700영40천정2,◈영림40 천정2번 (70*12) [인디언오크],몰딩도어류,재고,3339 포함<br>13 / 25 / 34 / 38,"3,500","3,800","4,100","4,300",,,
(1)700영40천정3,◈영림40 천정3번 (55*12) [인디언오크],몰딩도어류,재고,2871 포함<br>13 / 25 / 34 / 38,"3,000","3,300","3,500","3,600",,,
(1)700영40코너30,◈영림40 코너기둥30 (30*9) 미니,몰딩도어류,재고,,"6,100","6,700","7,200","7,400",,,
(1)700영40코너대,◈영림40 코너기둥100 (100*12) 대,몰딩도어류,재고,,"11,900","13,100","14,100","14,500",,,
(1)700영40코너소,◈영림40 코너기둥40 (40*9) 소,몰딩도어류,재고,,"6,600","7,300","7,800","8,000",,,
(1)700영40코너중,◈영림40 코너기둥65 (65*12) 중,몰딩도어류,재고,,"9,500","10,500","11,200","11,500",,,
(1)700영40평100,◈영림40 평100 (100*9) [인디언오크],몰딩도어류,재고,"3525 포함
13 / 25 / 34 / 38","3,600","4,100","4,400","4,500",,,실사 25/6/24
(1)700영40평120,◈영림40 평120 (120*9) [인디언오크],몰딩도어류,재고,4179 포함<br>13 / 25 / 34 / 38,"4,400","4,800","5,100","5,300",,,
(1)700영40평160,◈영림40 평160 (160*9) [인디언오크],몰딩도어류,재고,5343 포함<br>13 / 25 / 34 / 38,"5,500","6,100","6,500","6,700",,,
(1)700영40평200,◈영림40 평200 (200*9) [인디언오크],몰딩도어류,재고,6101 포함<br>13 / 25 / 34 / 38,"6,300","7,000","7,500","7,700",,,
(1)700영40평250,◈영림40 평250 (250*9) [인디언오크],몰딩도어류,재고,7887 포함<br>13 / 25 / 34 / 38,"8,200","9,000","9,600","9,900",,,
(1)700영40평30,◈영림40 평30 (30*9) [인디언오크],몰딩도어류,재고,1761 포함<br>13 / 25 / 34 / 38,"1,800","2,100","2,200","2,300",,,
(1)700영40평300,◈영림40 평300 (300*9) [인디언오크],몰딩도어류,재고,9332 포함<br>13 / 25 / 34 / 38,"9,600","10,600","11,500","11,700",,,
(1)700영40평40,◈영림40 평40 (40*9) [인디언오크],몰딩도어류,재고,2021 포함<br>13 / 25 / 34 / 38,"2,100","2,400","2,500","2,600",,,
(1)700영40평60,◈영림40 평60 (60*9) [인디언오크],몰딩도어류,재고,2418 포함<br>13 / 25 / 34 / 38,"2,500","2,800","3,000","3,100",,,
(1)700영40평80,◈영림40 평80 (80*9) [인디언오크],몰딩도어류,재고,2958 포함<br>13 / 25 / 34 / 38,"3,100","3,400","3,600","3,700",,,
(1)700영40필름M,◈영림40 인테리어필름(M),몰딩도어류,재고,,"7,400","8,300","9,000","9,545",,,실사 25/4/17
(1)700영5080020001,◈영림50 분리형 110*800*2000/식기유,몰딩도어류,재고,71530 포함<br>13 / 25 / 34 / 38,"73,500","81,300","87,200","89,800",,인상 25/4/23,
(1)700영5080020002,◈영림50 분리형 110*800*2000/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영5090021001,◈영림50 분리형 110*900*2100/식기유,몰딩도어류,재고,71530 포함<br>13 / 25 / 34 / 38,"73,500","81,300","87,200","89,800",,인상 25/4/23,
(1)700영5090021002,◈영림50 분리형 110*900*2100/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영50엣지,◈영림50 엣지필름(25M),몰딩도어류,재고,,"4,700","5,200","5,600","5,900",,,
(1)700영5380020001,◈영림53-1 분리형 110*800*2000/식기유,몰딩도어류,재고,71530 포함<br>13 / 25 / 34 / 38,"73,500","81,300","87,200","89,800",,인상 25/4/23,
(1)700영5380020002,◈영림53-1 분리형 110*800*2000/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영5390021001,◈영림53-1 분리형 110*900*2100/식기유,몰딩도어류,재고,71530 포함<br>13 / 25 / 34 / 38,"73,500","81,300","87,200","89,800",,인상 25/4/23,
(1)700영5390021002,◈영림53-1 분리형 110*900*2100/식기무,몰딩도어류,재고,60801 포함<br>13 / 25 / 34 / 38,"62,500","69,000","74,000","76,300",,인상 25/4/23,
(1)700영53시트,◈영림53-1 인테리어필름(M),몰딩도어류,재고,,"7,400","8,300","9,000","9,545",,,
(1)700영53엣지,◈영림53-1 엣지필름(25M),몰딩도어류,재고,,"4,700","5,200","5,600","5,900",,,
(1)700영PS170평40,◈영림195PS170 평40 (40*9),몰딩도어류,재고,"2021 포함
13 / 25 / 34 / 38","2,100","2,300","2,500","2,600",,,실사 25/12/23
(1)700영P백2계단대,◈영림 PVC 백색2계단 (50*15) (大),몰딩도어류,재고,,"2,700","3,000","3,200","3,300",,,
(1)700영P백2계단소,◈영림 PVC 백색2계단 (35*15) (小),몰딩도어류,재고,,"2,200","2,500","2,600","2,700",,,
(1)700영더1167331935,◈영림116 더도어 ABS TA-04 733*1935,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,300","87,700","94,100","96,800",,,
(1)700영더1167331960,◈영림116 더도어 ABS TA-04 733*1960,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,500","87,700","94,100","96,800",,,
(1)700영더1167332060,◈영림116 더도어 ABS TA-04 733*2060,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,500","87,700","94,100","96,800",,,
(1)700영더1168332035,◈영림116 더도어 ABS TA-04 833*2035,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,300","87,700","94,100","96,800",,,실사 25/12/23
(1)700영더1168332060,◈영림116 더도어 ABS TA-04 833*2060,몰딩도어류,재고,"77160 포함
13 / 25 / 34 / 38","79,300","87,700","94,100","96,800",,,실사 25/12/23
(1)700영더1688332060,◈영림168PS120 더도어 ABS TA-04 833*2060,몰딩도어류,재고,"77160 포함
13 / 25 / 34 / 38","79,300","87,700","94,100","96,800",,,실사 25/12/23
(1)700영더1698332060,◈영림169PS130 더도어 ABS TA-04 833*2060,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,300","87,700","94,100","96,800",,,
(1)700영더257331935,◈영림25 더도어 ABS TA-04 733*1935,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,500","87,700","94,100","96,800",,,
(1)700영더258332035,◈영림25 더도어 ABS TA-04 833*2035,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,500","87,700","94,100","96,800",,,
(1)700영더277331935,◈영림27 더도어 ABS TA-04 733*1935,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,300","87,700","94,100","96,800",,,
(1)700영더278332060,◈영림27 더도어 ABS TA-04 833*2060,몰딩도어류,재고,"77160 포함
13 / 25 / 34 / 38","79,300","87,700","94,100","96,800",,,실사 25/12/23
(1)700영더347331935,◈영림34 더도어 ABS TA-04 733*1935,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,300","87,700","94,100","96,800",,,
(1)700영더348332035,◈영림34 더도어 ABS TA-04 833*2035,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,300","87,700","94,100","96,800",,,
(1)700영더407331935,◈영림40 더도어 ABS TA-04 733*1935,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,300","87,700","94,100","96,800",,,
(1)700영더408332035,◈영림40 더도어 ABS TA-04 833*2035,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,300","87,700","94,100","96,800",,,
(1)700영더408332060,◈영림40 더도어 ABS TA-04 833*2060,몰딩도어류,재고,"77160 포함
13 / 25 / 34 / 38","79,300","87,700","94,100","96,800",,,실사 25/12/23
(1)700영더537331935,◈영림53 더도어 ABS TA-04 733*1935,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,300","87,700","94,100","96,800",,,
(1)700영더537331960,◈영림53 더도어 ABS TA-04 733*1960,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,300","87,700","94,100","96,800",,,
(1)700영더538332035,◈영림53 더도어 ABS TA-04 833*2035,몰딩도어류,재고,77160 포함<br>13 / 25 / 34 / 38,"79,300","87,700","94,100","96,800",,,
(1)700영더538332060,◈영림53-1 더도어 ABS TA-04 833*2060,몰딩도어류,재고,"77160 포함
13 / 25 / 34 / 38","79,300","87,700","94,100","96,800",,,실사 25/12/23
(1)700영렉스31208,◈영림 렉스판 8자312 (유광백색) 2400,몰딩도어류,재고,7975 포함<br>13 / 25 / 34 / 38,"8,200","9,100","9,600","10,000",,,
(1)700영렉스31210,◈영림 렉스판 10자312 (유광백색) 3000,몰딩도어류,재고,9975 포함<br>13 / 25 / 34 / 38,"10,200","11,400","12,200","12,500",,,실사 25/12/23
(1)700영렉스31212,◈영림 렉스판 12자312 (유광백색) 3600,몰딩도어류,재고,11963 포함<br>13 / 25 / 34 / 38,"12,300","13,600","14,500","15,000",,,
(1)700영림P마이너,◈영림 PVC 마이너스25 (25*12),몰딩도어류,재고,,"2,250","2,500","2,700","2,800",,,
(1)700예HP52130걸레,◈예림HP521 30걸레받이 (30*9),몰딩도어류,재고,"2280 포함
13 / 25 / 34 / 38","2,400","2,600","2,800","2,900",,,실사 25/12/23
(1)700예HP52140걸레,◈예림HP521 40걸레받이 (40*9),몰딩도어류,재고,"2520 포함
13 / 25 / 34 / 38","2,600","2,900","3,100","3,200",,신규 25/5/19,실사 25/12/23
(1)700예HP52230걸레,◈예림HP522 30걸레받이 (30*9),몰딩도어류,재고,"2280 포함
13 / 25 / 34 / 38","2,400","2,600","2,800","2,900",,,실사 25/12/23
(1)700예HP52240걸레,◈예림HP522 40걸레받이 (40*9),몰딩도어류,재고,"2520 포함
13 / 25 / 34 / 38","2,600","2,900","3,100","3,200",,신규 25/5/19,실사 25/12/23
(1)80011실리1투명,◈실리콘 투명○,철물부자재,재고,,"2,000","2,300","2,500","2,600",,인하 24/3/19,실사 25/12/23
(1)80011이지경실,◈이지경첩 실버 VN ★ [1조],철물부자재,재고,"2340 별도
25 / 40 / 60 / 75","3,000","3,300","3,800","4,200",,인상 26/1/27,실사 25/12/23
(1)80011일반경실,◈일반경첩 실버 VN [1조],철물부자재,재고,3500 별도<br>33 / 45 / 55 / 70,"4,700","5,000","5,500","6,000",,인상 26/2/3,
(1)80011타카422J,◈422J (목공용 ㄷ자 타카핀),철물부자재,재고,"2230 별도
30 / 60 / 70 / 85","2,900","3,600","3,800","4,200",,인하 24/2/22,실사 25/12/23
(1)80012실리반투명,◈실리콘 반투명◑,철물부자재,재고,,"2,000","2,300","2,500","2,600",,인하 24/3/19,실사 25/12/23
(1)80012이지경골,◈이지경첩 골드 SB [1조],철물부자재,재고,2500 별도<br>80 / 100 / 120 / 140,"4,500","5,000","5,500","6,000",,,
(1)80012일반경골,◈일반경첩 골드 [1조],철물부자재,재고,3500 별도<br>33 / 45 / 55 / 70,"4,700","5,000","5,500","6,000",,인상 26/2/3,
(1)80013실리백색,◈실리콘 백색,철물부자재,재고,,"1,700","2,000","2,200","2,400",,인하 24/3/19,실사 25/12/23
(1)80013이지경블,◈이지경첩 블랙 BK [1조],철물부자재,재고,2500 별도<br>80 / 100 / 120 / 140,"4,500","5,000","5,500","6,000",,,
(1)80013일반경블,◈일반경첩 블랙 [1조],철물부자재,재고,3500 별도<br>33 / 45 / 55 / 70,"4,700","5,000","5,500","6,000",,인상 26/2/3,
(1)80013총422,◈제일타카 422 ☞(타카총)☞,철물부자재,재고,,"58,000","61,800","63,200","64,500",,조정 24/6/16,
(1)80014영림이지실버,◈[영림] 이지경첩 실버 ★ [1조],몰딩도어류,재고,"3600 별도
20 / 35 / 60 / 70","4,400","4,900","5,800","6,200",,,실사 25/12/23
(1)80014영림일반실버,◈[영림] 일반경첩 실버 [1조],몰딩도어류,재고,"5600 별도
20 / 35 / 60 / 70","6,800","7,600","9,000","9,500",,,실사 25/4/21
(1)80014이지경백,◈이지경첩 백색 WT [1조],철물부자재,재고,2500 별도<br>80 / 100 / 120 / 140,"4,500","5,000","5,500","6,000",,,
(1)80014피스톤422,◈피스톤 - 422,철물부자재,재고,,"4,100","5,000","5,500","5,500",,인상 23/9/6,
(1)800CAP44흑,◈CAP44 흑색(캡90각),철물부자재,재고,,,,,,,,
(1)800가위,◈다목적 가위,,재고,,"5,500","6,800","7,300","7,700",,,
(1)800고체연료,◈고체연료 17L (12KG) [에탄올 100% / 연소 12시간],철물부자재,재고,"14300 별도
20 / 33 / 40 / 55","17,200","19,000","20,000","22,000",,신규 25/12/8,
(1)800골판지,◈골판지(종이/보양재) 40M*1100,철물부자재,재고,,"17,300","20,000","22,700","24,500",,조정 24/11/27,
(1)800뎀핑레일실,◈실버 뎀핑슬라이딩레일(벽체커버용),,재고,,"43,600","44,500","52,700","53,600",,,
(1)800레일2,◈반자동 슬라이딩레일 (2M),철물부자재,재고,"16600 별도
15 / 20 / 40 / 50","19,100","20,000","23,000","25,000",,인하 25/3/19,실사 25/12/23
(1)800레일3,◈반자동 슬라이딩레일 (3M !!!),철물부자재,재고,"24900 별도
15 / 20 / 40 / 50","29,000","30,000","35,000","37,000",,인하 25/3/19,
(1)800로라미4,◈미니로라 4인치,철물부자재,재고,,"1,300","1,600","1,800","2,000",,조정 24/11/29,실사 25/12/23
(1)800마대80,◈[50장 묶음] 마대 80KG (中) [일반],철물부자재,재고,"5500 별도 (6050 포함)
80 / 150 / 160 / 170","10,000","13,500","14,500","15,000",,인상 24/10/27,실사 25/12/23
(1)800마대90,◈[50장 묶음] 마대 90KG (大)★[대형],철물부자재,재고,"8500 별도 (9350 포함)
60 / 110 / 125 / 135","13,500","18,000","19,000","20,000",,인상 24/10/27,실사 25/12/23
(1)800마대PP,◈[50장 묶음] PP 마대 [고급],철물부자재,재고,"11000 별도 (12100 포함)
40 / 80 / 100 / 110","15,500","20,000","22,000","23,000",,인상 24/10/27,실사 25/12/23
(1)800매거양321,◈매거진피스/양날(3*21) 2000PS ★코팅,철물부자재,재고,,"20,500","23,300","24,200","24,500",,,
(1)800매거양625,◈매거진피스/양날(6*25) 2000PS,철물부자재,재고,,"19,700","22,500","23,300","23,600",,,
(1)800매거양632,◈매거진피스/양날(6*32) 1000PS,철물부자재,재고,,"11,200","12,700","13,200","13,600",,,
(1)800매거양638,◈매거진피스/양날(6*38) 1000PS,철물부자재,재고,,"13,500","15,500","16,100","16,400",,,
